id_actividad,id_pais,id_ccaa,id_provincia,año,mes,categoria,producto,subcategoria,comunidad_autonoma,provincia,gasto_total_promedio,precio_medio_entrada_promedio,valoracion_por_categoria_promedio,valoracion_general_promedio,total_opiniones_categoria_promedio,hay_valoracion
3262,ES,04,07,2024,9,servicios,actividades,cursos,illes balears,illes balears,186042.4,4101.6,4.23,4.33,46354,True
3263,ES,16,20,2024,9,servicios,actividades,cursos,pais vasco,gipuzkoa,96084.0,2669.0,3.84,4.41,140,True
3264,ES,14,30,2024,9,servicios,actividades,cursos,region de murcia,murcia,250.0,250.0,2.83,4.2,6,True
3265,ES,01,29,2024,9,paisaje naturaleza,actividades,deportes y aventuras,andalucia,malaga,25691.5,184.5,4.44,4.43,109648,True
3266,ES,05,35,2024,9,paisaje naturaleza,actividades,deportes y aventuras,canarias,las palmas,62539.0,229.0,4.34,4.28,200378,True
3267,ES,08,16,2024,9,paisaje naturaleza,actividades,deportes y aventuras,castilla - la mancha,cuenca,1000.0,100.0,4.42,4.19,3251,True
3268,ES,07,05,2024,9,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,avila,217782.0,1962.0,4.56,4.23,1874,True
3269,ES,07,24,2024,9,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,leon,4900.0,100.0,4.52,4.21,4506,True
3270,ES,07,37,2024,9,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,salamanca,8788.0,338.0,4.39,4.17,3319,True
3271,ES,09,08,2024,9,paisaje naturaleza,actividades,deportes y aventuras,cataluna,barcelona,67462.09,806.45,4.13,4.05,200444,True
3272,ES,09,17,2024,9,paisaje naturaleza,actividades,deportes y aventuras,cataluna,girona,32436.0,954.0,4.38,4.24,61683,True
3273,ES,09,43,2024,9,paisaje naturaleza,actividades,deportes y aventuras,cataluna,tarragona,47940.0,340.0,4.26,4.2,33701,True
3274,ES,13,28,2024,9,paisaje naturaleza,actividades,deportes y aventuras,comunidad de madrid,madrid,192683.0,1103.0,4.19,4.1,121795,True
3275,ES,15,31,2024,9,paisaje naturaleza,actividades,deportes y aventuras,comunidad foral de navarra,navarra,1175983.0,3389.0,4.33,4.23,7007,True
3276,ES,10,03,2024,9,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,alicante/alacant,26694.75,3748.0,4.36,4.28,82424,True
3277,ES,11,06,2024,9,paisaje naturaleza,actividades,deportes y aventuras,extremadura,badajoz,7334.0,221.5,4.4,4.29,1116,True
3278,ES,11,10,2024,9,paisaje naturaleza,actividades,deportes y aventuras,extremadura,caceres,11542.0,796.0,4.5,4.33,5814,True
3279,ES,12,15,2024,9,paisaje naturaleza,actividades,deportes y aventuras,galicia,a coruna,500.0,50.0,4.39,4.21,18974,True
3280,ES,04,07,2024,9,paisaje naturaleza,actividades,deportes y aventuras,illes balears,illes balears,9327.0,3109.0,4.42,4.33,203636,True
3281,ES,16,48,2024,9,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,bizkaia,25921.0,2645.0,4.38,4.31,7925,True
3282,ES,16,20,2024,9,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,gipuzkoa,812174.0,2546.0,4.61,4.41,26976,True
3283,ES,03,33,2024,9,paisaje naturaleza,actividades,deportes y aventuras,principado de asturias,asturias,18664.0,9332.0,4.42,4.35,44006,True
3284,ES,01,11,2024,9,comida y bebida,actividades,gastronomia,andalucia,cadiz,31256.0,582.0,4.57,4.26,47,True
3285,ES,01,29,2024,9,comida y bebida,actividades,gastronomia,andalucia,malaga,361215.0,1745.0,4.84,4.43,1395,True
3286,ES,01,41,2024,9,comida y bebida,actividades,gastronomia,andalucia,sevilla,37224.0,517.0,4.76,4.34,8170,True
3287,ES,05,35,2024,9,comida y bebida,actividades,gastronomia,canarias,las palmas,19687.0,561.5,3.71,4.28,443,True
3288,ES,08,02,2024,9,comida y bebida,actividades,gastronomia,castilla - la mancha,albacete,1800.0,120.0,4.88,4.15,33,True
3289,ES,09,08,2024,9,comida y bebida,actividades,gastronomia,cataluna,barcelona,54127.5,171.0,4.67,4.05,3911,True
3290,ES,09,17,2024,9,comida y bebida,actividades,gastronomia,cataluna,girona,1050.0,150.0,4.57,4.24,183,True
3291,ES,13,28,2024,9,comida y bebida,actividades,gastronomia,comunidad de madrid,madrid,109478.0,1634.0,4.71,4.1,5856,True
3292,ES,15,31,2024,9,comida y bebida,actividades,gastronomia,comunidad foral de navarra,navarra,332.0,83.0,4.63,4.23,135,True
3293,ES,10,03,2024,9,comida y bebida,actividades,gastronomia,comunitat valenciana,alicante/alacant,98571.0,1471.5,4.52,4.28,760,True
3294,ES,12,15,2024,9,comida y bebida,actividades,gastronomia,galicia,a coruna,80.0,80.0,4.21,4.21,75,True
3295,ES,04,07,2024,9,comida y bebida,actividades,gastronomia,illes balears,illes balears,120106.25,2535.0,4.86,4.33,2196,True
3296,ES,16,48,2024,9,comida y bebida,actividades,gastronomia,pais vasco,bizkaia,12315.0,821.0,4.31,4.31,319,True
3297,ES,14,30,2024,9,comida y bebida,actividades,gastronomia,region de murcia,murcia,600.0,60.0,3.99,4.2,320,True
3298,ES,01,18,2024,9,vida nocturna,espectaculos,cine,andalucia,granada,19581.0,107.0,3.92,4.37,10900,True
3299,ES,01,29,2024,9,vida nocturna,espectaculos,cine,andalucia,malaga,25890.0,1726.0,4.3,4.43,56036,True
3300,ES,01,41,2024,9,vida nocturna,espectaculos,cine,andalucia,sevilla,19261.0,374.0,4.05,4.34,39053,True
3301,ES,09,08,2024,9,vida nocturna,espectaculos,cine,cataluna,barcelona,38158.25,730.25,3.95,4.05,119743,True
3302,ES,09,17,2024,9,vida nocturna,espectaculos,cine,cataluna,girona,267.0,445.0,3.8,4.24,12856,True
3303,ES,13,28,2024,9,vida nocturna,espectaculos,cine,comunidad de madrid,madrid,186993.0,711.0,3.85,4.1,100430,True
3304,ES,10,03,2024,9,vida nocturna,espectaculos,cine,comunitat valenciana,alicante/alacant,85771.5,668.25,4.03,4.28,84389,True
3305,ES,12,36,2024,9,vida nocturna,espectaculos,cine,galicia,pontevedra,3500.0,35.0,4.0,4.17,3092,True
3306,ES,04,07,2024,9,vida nocturna,espectaculos,cine,illes balears,illes balears,4465.0,235.0,4.12,4.33,122452,True
3307,ES,16,20,2024,9,vida nocturna,espectaculos,cine,pais vasco,gipuzkoa,28851.5,446.5,4.14,4.41,5503,True
3308,ES,01,04,2024,9,otros,espectaculos,conferencias,andalucia,almeria,6600.0,300.0,4.31,4.19,238,True
3309,ES,01,18,2024,9,otros,espectaculos,conferencias,andalucia,granada,1545.0,515.0,4.48,4.37,161,True
3310,ES,01,41,2024,9,otros,espectaculos,conferencias,andalucia,sevilla,9072.0,144.0,3.68,4.34,431,True
3311,ES,05,35,2024,9,otros,espectaculos,conferencias,canarias,las palmas,14834.0,383.0,4.32,4.28,176,True
3312,ES,09,08,2024,9,otros,espectaculos,conferencias,cataluna,barcelona,20655.0,5732.67,3.9,4.05,2019,True
3313,ES,13,28,2024,9,otros,espectaculos,conferencias,comunidad de madrid,madrid,19045.0,1394.0,3.97,4.1,1624,True
3314,ES,12,36,2024,9,otros,espectaculos,conferencias,galicia,pontevedra,102608.0,583.0,4.43,4.17,119,True
3315,ES,04,07,2024,9,otros,espectaculos,conferencias,illes balears,illes balears,25100.0,1255.0,4.21,4.33,296,True
3316,ES,17,26,2024,9,otros,espectaculos,conferencias,la rioja,la rioja,75008.0,4688.0,4.09,4.31,363,True
3317,ES,01,04,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,almeria,196899.4,1092.2,4.25,4.19,14318,True
3318,ES,01,11,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cadiz,84630.25,786.25,4.35,4.26,8809,True
3319,ES,01,14,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cordoba,1457946.0,1421.0,4.3,4.29,93962,True
3320,ES,01,18,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,granada,211948.0,1164.75,4.35,4.37,153042,True
3321,ES,01,23,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,jaen,3714.0,619.0,4.3,4.33,16236,True
3322,ES,01,29,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,malaga,67385.75,720.75,4.43,4.43,158253,True
3323,ES,01,41,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,sevilla,2167808.0,1168.0,4.41,4.34,218279,True
3324,ES,02,22,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,huesca,261144.0,1209.0,4.12,4.25,10916,True
3325,ES,02,50,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,zaragoza,921006.0,1216.5,4.34,4.21,41352,True
3326,ES,05,35,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,las palmas,594320.38,846.25,4.27,4.28,51395,True
3327,ES,05,38,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,santa cruz de tenerife,197216.0,659.11,4.28,4.26,66584,True
3328,ES,06,39,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",cantabria,cantabria,112914.0,1107.0,4.28,4.27,27507,True
3329,ES,08,02,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,albacete,434426.5,565.0,4.09,4.15,3663,True
3330,ES,08,13,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,ciudad real,3048.0,508.0,4.33,4.29,7266,True
3331,ES,08,45,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,toledo,46666.5,687.5,4.19,4.18,55769,True
3332,ES,07,09,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,burgos,45616.5,369.5,4.35,4.28,19776,True
3333,ES,07,37,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,salamanca,103448.0,719.0,4.24,4.17,31972,True
3334,ES,07,42,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,soria,337845.0,1515.0,4.17,3.97,6300,True
3335,ES,07,47,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,valladolid,107737.2,969.8,4.14,4.06,13695,True
3336,ES,07,49,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,zamora,1560.0,40.0,4.19,4.17,5872,True
3337,ES,09,08,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,barcelona,98776.53,943.6,4.07,4.05,732080,True
3338,ES,09,17,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,girona,11150.0,1721.33,4.24,4.24,50915,True
3339,ES,09,25,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,lleida,8372.0,644.0,4.29,4.27,7171,True
3340,ES,09,43,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,tarragona,46602.33,1070.33,4.23,4.2,53439,True
3341,ES,18,51,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",ceuta,ceuta,72821.0,707.0,0.0,0.0,0,False
3342,ES,13,28,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad de madrid,madrid,489279.44,481.56,4.15,4.1,458466,True
3343,ES,15,31,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad foral de navarra,navarra,58000.0,250.0,4.25,4.23,19680,True
3344,ES,10,03,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,alicante/alacant,210242.8,1942.8,4.28,4.28,67888,True
3345,ES,10,46,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,valencia/valencia,118655.5,475.0,4.25,4.15,114505,True
3346,ES,11,06,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,badajoz,3728.25,136.75,4.26,4.29,18348,True
3347,ES,11,10,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,caceres,10618.0,125.33,4.31,4.33,23514,True
3348,ES,12,15,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,a coruna,48675.5,587.25,4.26,4.21,50198,True
3349,ES,12,36,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,pontevedra,17955.0,855.0,4.07,4.17,15892,True
3350,ES,04,07,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",illes balears,illes balears,235066.67,723.83,4.21,4.33,107418,True
3351,ES,17,26,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",la rioja,la rioja,910534.0,2311.0,4.29,4.31,11493,True
3352,ES,16,01,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,araba/alava,123460.0,530.0,4.46,4.41,7811,True
3353,ES,16,48,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,bizkaia,181451.33,1037.67,4.38,4.31,56425,True
3354,ES,16,20,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,gipuzkoa,72900.75,320.75,4.43,4.41,26949,True
3355,ES,03,33,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",principado de asturias,asturias,5280.0,110.0,4.37,4.35,40762,True
3356,ES,14,30,2024,9,paisaje urbano,espectaculos,"cultura, teatro y danza",region de murcia,murcia,137089.0,2419.5,4.32,4.2,9308,True
3357,ES,01,04,2024,9,compras,espectaculos,ferias,andalucia,almeria,6600.0,300.0,4.23,4.19,2490,True
3358,ES,01,41,2024,9,compras,espectaculos,ferias,andalucia,sevilla,9072.0,144.0,3.84,4.34,7574,True
3359,ES,05,35,2024,9,compras,espectaculos,ferias,canarias,las palmas,5040.0,504.0,3.9,4.28,20086,True
3360,ES,09,08,2024,9,compras,espectaculos,ferias,cataluna,barcelona,29004.0,2417.0,3.75,4.05,95381,True
3361,ES,04,07,2024,9,compras,espectaculos,ferias,illes balears,illes balears,25100.0,1255.0,4.17,4.33,22175,True
3362,ES,17,26,2024,9,compras,espectaculos,ferias,la rioja,la rioja,75008.0,4688.0,4.36,4.31,872,True
3363,ES,01,18,2024,9,paisaje urbano,espectaculos,museo y exposiciones,andalucia,granada,13179.0,1146.0,4.35,4.37,153042,True
3364,ES,01,29,2024,9,paisaje urbano,espectaculos,museo y exposiciones,andalucia,malaga,2400.0,400.0,4.43,4.43,158253,True
3365,ES,01,41,2024,9,paisaje urbano,espectaculos,museo y exposiciones,andalucia,sevilla,3180.0,1325.0,4.41,4.34,218279,True
3366,ES,08,45,2024,9,paisaje urbano,espectaculos,museo y exposiciones,castilla - la mancha,toledo,71517.0,769.0,4.19,4.18,55769,True
3367,ES,07,37,2024,9,paisaje urbano,espectaculos,museo y exposiciones,castilla y leon,salamanca,122944.0,272.0,4.24,4.17,31972,True
3368,ES,09,08,2024,9,paisaje urbano,espectaculos,museo y exposiciones,cataluna,barcelona,87156.0,1076.0,4.07,4.05,732080,True
3369,ES,09,43,2024,9,paisaje urbano,espectaculos,museo y exposiciones,cataluna,tarragona,55404.0,1458.0,4.23,4.2,53439,True
3370,ES,04,07,2024,9,paisaje urbano,espectaculos,museo y exposiciones,illes balears,illes balears,1554.0,518.0,4.21,4.33,107418,True
3371,ES,16,01,2024,9,paisaje urbano,espectaculos,museo y exposiciones,pais vasco,araba/alava,7362.0,2454.0,4.46,4.41,7811,True
3372,ES,16,48,2024,9,paisaje urbano,espectaculos,museo y exposiciones,pais vasco,bizkaia,395514.0,903.0,4.38,4.31,56425,True
3373,ES,01,04,2024,9,vida nocturna,espectaculos,musica,andalucia,almeria,92118.8,980.4,3.72,4.19,5362,True
3374,ES,01,11,2024,9,vida nocturna,espectaculos,musica,andalucia,cadiz,210283.4,835.0,4.08,4.26,2343,True
3375,ES,01,14,2024,9,vida nocturna,espectaculos,musica,andalucia,cordoba,58917.5,1946.5,4.3,4.29,1908,True
3376,ES,01,18,2024,9,vida nocturna,espectaculos,musica,andalucia,granada,411657.17,719.0,3.92,4.37,10900,True
3377,ES,01,23,2024,9,vida nocturna,espectaculos,musica,andalucia,jaen,172628.5,1269.5,4.0,4.33,992,True
3378,ES,01,29,2024,9,vida nocturna,espectaculos,musica,andalucia,malaga,113636.89,1167.33,4.3,4.43,56036,True
3379,ES,01,41,2024,9,vida nocturna,espectaculos,musica,andalucia,sevilla,1259745.0,1110.25,4.05,4.34,39053,True
3380,ES,02,22,2024,9,vida nocturna,espectaculos,musica,aragon,huesca,318558.67,3429.33,3.85,4.25,1293,True
3381,ES,02,44,2024,9,vida nocturna,espectaculos,musica,aragon,teruel,110722.33,1289.33,4.35,4.28,950,True
3382,ES,02,50,2024,9,vida nocturna,espectaculos,musica,aragon,zaragoza,553208.33,1281.0,3.75,4.21,1614,True
3383,ES,05,35,2024,9,vida nocturna,espectaculos,musica,canarias,las palmas,2946277.71,1309.0,4.24,4.28,129544,True
3384,ES,05,38,2024,9,vida nocturna,espectaculos,musica,canarias,santa cruz de tenerife,584060.22,1456.44,4.06,4.26,62671,True
3385,ES,06,39,2024,9,vida nocturna,espectaculos,musica,cantabria,cantabria,31588.33,608.67,4.02,4.27,5819,True
3386,ES,08,02,2024,9,vida nocturna,espectaculos,musica,castilla - la mancha,albacete,43586.33,881.33,4.21,4.15,573,True
3387,ES,08,13,2024,9,vida nocturna,espectaculos,musica,castilla - la mancha,ciudad real,50591.8,1531.4,4.17,4.29,385,True
3388,ES,08,16,2024,9,vida nocturna,espectaculos,musica,castilla - la mancha,cuenca,9279.0,1031.0,3.91,4.19,760,True
3389,ES,08,19,2024,9,vida nocturna,espectaculos,musica,castilla - la mancha,guadalajara,14745.0,618.33,3.23,4.04,447,True
3390,ES,08,45,2024,9,vida nocturna,espectaculos,musica,castilla - la mancha,toledo,29298.67,3571.0,3.99,4.18,434,True
3391,ES,07,09,2024,9,vida nocturna,espectaculos,musica,castilla y leon,burgos,9062.0,752.5,3.95,4.28,970,True
3392,ES,07,24,2024,9,vida nocturna,espectaculos,musica,castilla y leon,leon,19102.0,693.5,3.97,4.21,1480,True
3393,ES,07,34,2024,9,vida nocturna,espectaculos,musica,castilla y leon,palencia,29624.0,1058.0,4.23,4.35,379,True
3394,ES,07,37,2024,9,vida nocturna,espectaculos,musica,castilla y leon,salamanca,249800.0,829.0,3.66,4.17,3701,True
3395,ES,07,40,2024,9,vida nocturna,espectaculos,musica,castilla y leon,segovia,240.0,120.0,3.91,4.07,263,True
3396,ES,07,42,2024,9,vida nocturna,espectaculos,musica,castilla y leon,soria,14623.5,1292.0,4.2,3.97,154,True
3397,ES,07,47,2024,9,vida nocturna,espectaculos,musica,castilla y leon,valladolid,1169496.0,1332.0,4.01,4.06,1293,True
3398,ES,07,49,2024,9,vida nocturna,espectaculos,musica,castilla y leon,zamora,15898.0,1402.5,4.27,4.17,462,True
3399,ES,09,08,2024,9,vida nocturna,espectaculos,musica,cataluna,barcelona,794480.24,1251.73,3.95,4.05,119743,True
3400,ES,09,17,2024,9,vida nocturna,espectaculos,musica,cataluna,girona,68117.06,1535.06,3.8,4.24,12856,True
3401,ES,09,25,2024,9,vida nocturna,espectaculos,musica,cataluna,lleida,69861.0,622.25,3.84,4.27,1184,True
3402,ES,09,43,2024,9,vida nocturna,espectaculos,musica,cataluna,tarragona,143074.0,798.36,4.1,4.2,22730,True
3403,ES,13,28,2024,9,vida nocturna,espectaculos,musica,comunidad de madrid,madrid,2832860.94,1794.5,3.85,4.1,100430,True
3404,ES,15,31,2024,9,vida nocturna,espectaculos,musica,comunidad foral de navarra,navarra,1359948.2,1793.2,3.72,4.23,2565,True
3405,ES,10,03,2024,9,vida nocturna,espectaculos,musica,comunitat valenciana,alicante/alacant,439467.85,2035.31,4.03,4.28,84389,True
3406,ES,10,12,2024,9,vida nocturna,espectaculos,musica,comunitat valenciana,castellon/castello,68261.5,1321.5,3.88,4.2,2406,True
3407,ES,10,46,2024,9,vida nocturna,espectaculos,musica,comunitat valenciana,valencia/valencia,426864.75,1341.62,3.72,4.15,9307,True
3408,ES,11,06,2024,9,vida nocturna,espectaculos,musica,extremadura,badajoz,156757.0,857.67,4.31,4.29,2109,True
3409,ES,11,10,2024,9,vida nocturna,espectaculos,musica,extremadura,caceres,3872.0,242.0,3.95,4.33,1377,True
3410,ES,12,15,2024,9,vida nocturna,espectaculos,musica,galicia,a coruna,266842.86,807.43,3.74,4.21,5653,True
3411,ES,12,27,2024,9,vida nocturna,espectaculos,musica,galicia,lugo,21693.0,1033.0,4.18,4.28,502,True
3412,ES,12,32,2024,9,vida nocturna,espectaculos,musica,galicia,ourense,1312.0,1312.0,3.7,4.15,660,True
3413,ES,12,36,2024,9,vida nocturna,espectaculos,musica,galicia,pontevedra,372584.33,985.0,4.0,4.17,3092,True
3414,ES,04,07,2024,9,vida nocturna,espectaculos,musica,illes balears,illes balears,723482.29,1586.0,4.12,4.33,122452,True
3415,ES,17,26,2024,9,vida nocturna,espectaculos,musica,la rioja,la rioja,172104.75,1529.75,3.69,4.31,1866,True
3416,ES,16,01,2024,9,vida nocturna,espectaculos,musica,pais vasco,araba/alava,21630.0,105.0,3.82,4.41,1138,True
3417,ES,16,48,2024,9,vida nocturna,espectaculos,musica,pais vasco,bizkaia,613644.83,1447.17,4.21,4.31,5615,True
3418,ES,16,20,2024,9,vida nocturna,espectaculos,musica,pais vasco,gipuzkoa,258566.0,1064.57,4.14,4.41,5503,True
3419,ES,03,33,2024,9,vida nocturna,espectaculos,musica,principado de asturias,asturias,62248.0,827.0,4.18,4.35,9626,True
3420,ES,14,30,2024,9,vida nocturna,espectaculos,musica,region de murcia,murcia,725604.0,1157.0,3.62,4.2,1488,True
3421,ES,01,04,2024,9,vida nocturna,espectaculos,musicales,andalucia,almeria,13563.0,1233.0,3.72,4.19,5362,True
3422,ES,01,14,2024,9,vida nocturna,espectaculos,musicales,andalucia,cordoba,25000.0,100.0,4.3,4.29,1908,True
3423,ES,01,18,2024,9,vida nocturna,espectaculos,musicales,andalucia,granada,7443.0,827.0,3.92,4.37,10900,True
3424,ES,01,41,2024,9,vida nocturna,espectaculos,musicales,andalucia,sevilla,316224.0,1952.0,4.05,4.34,39053,True
3425,ES,02,50,2024,9,vida nocturna,espectaculos,musicales,aragon,zaragoza,123838.0,866.0,3.75,4.21,1614,True
3426,ES,05,35,2024,9,vida nocturna,espectaculos,musicales,canarias,las palmas,261576.0,1211.0,4.24,4.28,129544,True
3427,ES,05,38,2024,9,vida nocturna,espectaculos,musicales,canarias,santa cruz de tenerife,90416.0,484.5,4.06,4.26,62671,True
3428,ES,08,02,2024,9,vida nocturna,espectaculos,musicales,castilla - la mancha,albacete,35607.0,1079.0,4.21,4.15,573,True
3429,ES,08,13,2024,9,vida nocturna,espectaculos,musicales,castilla - la mancha,ciudad real,3048.0,508.0,4.17,4.29,385,True
3430,ES,07,37,2024,9,vida nocturna,espectaculos,musicales,castilla y leon,salamanca,9152.0,176.0,3.66,4.17,3701,True
3431,ES,09,08,2024,9,vida nocturna,espectaculos,musicales,cataluna,barcelona,1237006.0,1087.0,3.95,4.05,119743,True
3432,ES,13,28,2024,9,vida nocturna,espectaculos,musicales,comunidad de madrid,madrid,34875.4,375.6,3.85,4.1,100430,True
3433,ES,10,03,2024,9,vida nocturna,espectaculos,musicales,comunitat valenciana,alicante/alacant,1607.0,261.0,4.03,4.28,84389,True
3434,ES,10,46,2024,9,vida nocturna,espectaculos,musicales,comunitat valenciana,valencia/valencia,63017.5,615.5,3.72,4.15,9307,True
3435,ES,11,06,2024,9,vida nocturna,espectaculos,musicales,extremadura,badajoz,4741.0,172.33,4.31,4.29,2109,True
3436,ES,11,10,2024,9,vida nocturna,espectaculos,musicales,extremadura,caceres,179201.0,962.5,3.95,4.33,1377,True
3437,ES,12,15,2024,9,vida nocturna,espectaculos,musicales,galicia,a coruna,54948.0,723.0,3.74,4.21,5653,True
3438,ES,04,07,2024,9,vida nocturna,espectaculos,musicales,illes balears,illes balears,13888.0,217.0,4.12,4.33,122452,True
3439,ES,14,30,2024,9,vida nocturna,espectaculos,musicales,region de murcia,murcia,7007.0,1078.0,3.62,4.2,1488,True
3440,ES,01,04,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,almeria,17064.0,2133.0,4.32,4.19,23376,True
3441,ES,01,11,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,cadiz,15919.5,1180.5,4.27,4.26,12350,True
3442,ES,01,14,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,cordoba,7676.0,101.0,4.32,4.29,3767,True
3443,ES,01,18,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,granada,809319.5,895.5,4.52,4.37,18492,True
3444,ES,01,29,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,malaga,70396.5,313.25,4.44,4.43,109648,True
3445,ES,01,41,2024,10,paisaje naturaleza,actividades,actividades infantiles,andalucia,sevilla,450123.0,1038.0,4.47,4.34,21476,True
3446,ES,02,50,2024,10,paisaje naturaleza,actividades,actividades infantiles,aragon,zaragoza,1199538.0,618.0,4.36,4.21,5888,True
3447,ES,05,35,2024,10,paisaje naturaleza,actividades,actividades infantiles,canarias,las palmas,35701.33,138.5,4.34,4.28,200378,True
3448,ES,05,38,2024,10,paisaje naturaleza,actividades,actividades infantiles,canarias,santa cruz de tenerife,70208.67,669.0,4.31,4.26,190067,True
3449,ES,06,39,2024,10,paisaje naturaleza,actividades,actividades infantiles,cantabria,cantabria,8580.0,66.0,4.36,4.27,37946,True
3450,ES,08,02,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,albacete,27720.0,165.0,4.38,4.15,3169,True
3451,ES,08,19,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,guadalajara,240.0,80.0,4.19,4.04,1303,True
3452,ES,08,45,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,toledo,31178.0,1424.5,4.16,4.18,1715,True
3453,ES,07,24,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,leon,24544.0,767.0,4.52,4.21,4506,True
3454,ES,07,37,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,salamanca,14608.0,176.0,4.39,4.17,3319,True
3455,ES,07,47,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,valladolid,2822.0,356.5,4.18,4.06,8696,True
3456,ES,07,49,2024,10,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,zamora,2100.0,50.0,4.38,4.17,2116,True
3457,ES,09,08,2024,10,paisaje naturaleza,actividades,actividades infantiles,cataluna,barcelona,636816.75,1163.0,4.13,4.05,200444,True
3458,ES,09,17,2024,10,paisaje naturaleza,actividades,actividades infantiles,cataluna,girona,34710.5,1244.5,4.38,4.24,61683,True
3459,ES,09,25,2024,10,paisaje naturaleza,actividades,actividades infantiles,cataluna,lleida,306204.0,1501.0,4.38,4.27,9898,True
3460,ES,09,43,2024,10,paisaje naturaleza,actividades,actividades infantiles,cataluna,tarragona,36388.67,1141.0,4.26,4.2,33701,True
3461,ES,13,28,2024,10,paisaje naturaleza,actividades,actividades infantiles,comunidad de madrid,madrid,59520.25,257.38,4.19,4.1,121795,True
3462,ES,10,03,2024,10,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,alicante/alacant,147631.0,1641.8,4.36,4.28,82424,True
3463,ES,10,46,2024,10,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,valencia/valencia,1163423.5,1777.25,4.23,4.15,90776,True
3464,ES,11,06,2024,10,paisaje naturaleza,actividades,actividades infantiles,extremadura,badajoz,3498.67,144.0,4.4,4.29,1116,True
3465,ES,11,10,2024,10,paisaje naturaleza,actividades,actividades infantiles,extremadura,caceres,16240.0,643.67,4.5,4.33,5814,True
