id_municipio,id_municipio_parcial,id_provincia,id_ccaa,nombre
07052562,052562,05,07,Villaflor
07052578,052578,05,07,Villafranca de la Sierra
07059053,059053,05,07,Villanueva de Ávila
07052584,052584,05,07,Villanueva de Gómez
07052597,052597,05,07,Villanueva del Aceral
07052601,052601,05,07,Villanueva del Campillo
07052618,052618,05,07,Villar de Corneja
07052623,052623,05,07,Villarejo del Valle
07052639,052639,05,07,Villatoro
07052644,052644,05,07,Viñegra de Moraña
07052657,052657,05,07,Vita
07052660,052660,05,07,Zapardiel de la Cañada
07052676,052676,05,07,Zapardiel de la Ribera
11060016,060016,06,11,Acedera
11060021,060021,06,11,Aceuchal
11060037,060037,06,11,Ahillones
11060042,060042,06,11,Alange
11060055,060055,06,11,"Albuera, La"
11060068,060068,06,11,Alburquerque
11060074,060074,06,11,Alconchel
11060080,060080,06,11,Alconera
11060093,060093,06,11,Aljucén
11060107,060107,06,11,Almendral
11060114,060114,06,11,Almendralejo
11060129,060129,06,11,Arroyo de San Serván
11060135,060135,06,11,Atalaya
11060140,060140,06,11,Azuaga
11060153,060153,06,11,Badajoz
11060166,060166,06,11,Barcarrota
11060172,060172,06,11,Baterno
11060188,060188,06,11,Benquerencia de la Serena
11060191,060191,06,11,Berlanga
11060205,060205,06,11,Bienvenida
11060212,060212,06,11,Bodonal de la Sierra
11060227,060227,06,11,Burguillos del Cerro
11060233,060233,06,11,Cabeza del Buey
11060248,060248,06,11,Cabeza la Vaca
11060251,060251,06,11,Calamonte
11060264,060264,06,11,Calera de León
11060270,060270,06,11,Calzadilla de los Barros
11060286,060286,06,11,Campanario
11060299,060299,06,11,Campillo de Llerena
11060303,060303,06,11,Capilla
11060310,060310,06,11,Carmonita
11060325,060325,06,11,"Carrascalejo, El"
11060331,060331,06,11,Casas de Don Pedro
11060346,060346,06,11,Casas de Reina
11060359,060359,06,11,Castilblanco
11060362,060362,06,11,Castuera
11060423,060423,06,11,Cheles
11060378,060378,06,11,"Codosera, La"
11060384,060384,06,11,Cordobilla de Lácara
11060397,060397,06,11,"Coronada, La"
11060401,060401,06,11,Corte de Peleas
11060418,060418,06,11,Cristina
11060439,060439,06,11,Don Álvaro
11060444,060444,06,11,Don Benito
11060457,060457,06,11,Entrín Bajo
11060460,060460,06,11,Esparragalejo
11060476,060476,06,11,Esparragosa de la Serena
11060482,060482,06,11,Esparragosa de Lares
11060495,060495,06,11,Feria
11060508,060508,06,11,Fregenal de la Sierra
11060515,060515,06,11,Fuenlabrada de los Montes
11060520,060520,06,11,Fuente de Cantos
11060536,060536,06,11,Fuente del Arco
11060541,060541,06,11,Fuente del Maestre
11060554,060554,06,11,Fuentes de León
11060567,060567,06,11,Garbayuela
11060573,060573,06,11,Garlitos
11060589,060589,06,11,"Garrovilla, La"
11060592,060592,06,11,Granja de Torrehermosa
11069038,069038,06,11,Guadiana
11060606,060606,06,11,Guareña
11060613,060613,06,11,"Haba, La"
11060628,060628,06,11,Helechosa de los Montes
11060634,060634,06,11,Herrera del Duque
11060649,060649,06,11,Higuera de la Serena
11060652,060652,06,11,Higuera de Llerena
11060665,060665,06,11,Higuera de Vargas
11060671,060671,06,11,Higuera la Real
11060687,060687,06,11,Hinojosa del Valle
11060690,060690,06,11,Hornachos
11060704,060704,06,11,Jerez de los Caballeros
11060711,060711,06,11,"Lapa, La"
11060732,060732,06,11,Llera
11060747,060747,06,11,Llerena
11060726,060726,06,11,Lobón
11060750,060750,06,11,Magacela
11060763,060763,06,11,Maguilla
11060779,060779,06,11,Malcocinado
11060785,060785,06,11,Malpartida de la Serena
11060798,060798,06,11,Manchita
11060802,060802,06,11,Medellín
11060819,060819,06,11,Medina de las Torres
11060824,060824,06,11,Mengabril
11060830,060830,06,11,Mérida
11060845,060845,06,11,Mirandilla
11060858,060858,06,11,Monesterio
11060861,060861,06,11,Montemolín
11060877,060877,06,11,Monterrubio de la Serena
11060883,060883,06,11,Montijo
11060896,060896,06,11,"Morera, La"
11060900,060900,06,11,"Nava de Santiago, La"
11060917,060917,06,11,Navalvillar de Pela
11060922,060922,06,11,Nogales
11060938,060938,06,11,Oliva de la Frontera
