AÑO;MES;CCAA;TIPO_VIVIENDA;VIVIENDAS_TURISTICAS;PLAZAS;VALORACIONES;PLAZAS_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;PRECIO
2024;6;Illes Balears;Casa entera;25753;164464;4,69;6,39;3,95;732,09
2024;6;Illes Balears;Habitación compartida;7;20;3,35;2,86;0,0;1522,14
2024;6;Illes Balears;Habitación privada;2232;6105;4,66;2,74;0,34;307,84
2024;6;Illes Balears;No aplica;0;0;;;0,0;
2024;6;La Rioja;Alternativo;17;105;4,58;6,18;0,01;213,24
2024;6;La Rioja;Apartamento;62;274;4,76;4,42;0,03;125,68
2024;6;La Rioja;Casa entera;1260;7407;4,5;5,88;0,61;169,94
2024;6;La Rioja;Habitación privada;124;406;4,74;3,27;0,06;108,87
2024;6;La Rioja;No aplica;0;0;;;0,0;
2024;6;Melilla;Alternativo;1;2;4,9;2,0;0,0;112,0
2024;6;Melilla;Apartamento;7;28;4,9;4,0;0,02;89,71
2024;6;Melilla;Casa entera;38;194;3,87;5,11;0,13;98,26
2024;6;Melilla;Habitación privada;7;14;4,76;2,0;0,02;45,57
2024;6;Melilla;No aplica;0;0;;;0,0;
2024;6;País Vasco;Alternativo;102;463;4,66;4,54;0,01;199,98
2024;6;País Vasco;Apartamento;116;419;4,75;3,61;0,01;128,41
2024;6;País Vasco;Casa entera;4422;21403;4,61;4,84;0,41;224,8
2024;6;País Vasco;Habitación compartida;10;27;4,72;2,7;0,0;50,9
2024;6;País Vasco;Habitación privada;1363;3585;4,67;2,63;0,13;95,59
2024;6;País Vasco;No aplica;0;0;;;0,0;
2024;6;País Vasco;Otros;2;7;4,78;3,5;0,0;175,0
2024;6;Principado de Asturias;Alternativo;119;475;4,76;3,99;0,02;160,87
2024;6;Principado de Asturias;Apartamento;216;789;4,75;3,65;0,03;117,59
2024;6;Principado de Asturias;Casa entera;7702;39963;4,68;5,19;1,14;201,3
2024;6;Principado de Asturias;Habitación compartida;20;46;4,73;2,3;0,0;43,5
2024;6;Principado de Asturias;Habitación privada;748;2139;4,66;2,86;0,11;105,18
2024;6;Principado de Asturias;No aplica;0;0;;;0,0;
2024;6;Principado de Asturias;Otros;7;0;4,77;0,0;0,0;109,14
2024;6;Región de Murcia;Alternativo;99;459;4,69;4,64;0,01;221,93
2024;6;Región de Murcia;Apartamento;95;349;4,66;3,67;0,01;157,2
2024;6;Región de Murcia;Casa entera;7937;41837;4,58;5,27;0,94;261,95
2024;6;Región de Murcia;Habitación compartida;8;63;4,68;7,88;0,0;34,0
2024;6;Región de Murcia;Habitación privada;658;1813;4,6;2,76;0,08;95,63
2024;6;Región de Murcia;No aplica;0;0;;;0,0;
2024;6;Total Nacional;Alternativo;5912;24322;4,7;4,11;0,02;194,95
2024;6;Total Nacional;Apartamento;9494;36554;4,68;3,85;0,04;175,0
2024;6;Total Nacional;Casa entera;354666;1887679;4,64;5,32;1,34;297,49
2024;6;Total Nacional;Habitación compartida;597;2031;4,65;3,4;0,0;69,96
2024;6;Total Nacional;Habitación privada;43129;113277;4,63;2,63;0,16;114,49
2024;6;Total Nacional;No aplica;0;0;;;0,0;
2024;6;Total Nacional;Otros;66;111;4,72;1,68;0,0;132,95
2024;7;Andalucía;Alternativo;1213;5017;4,68;4,14;0,03;261,77
2024;7;Andalucía;Apartamento;2446;9310;4,7;3,81;0,05;156,5
2024;7;Andalucía;Casa entera;87155;449055;4,66;5,15;1,86;298,73
2024;7;Andalucía;Habitación compartida;64;202;4,68;3,16;0,0;47,72
2024;7;Andalucía;Habitación privada;7048;18588;4,65;2,64;0,15;114,2
2024;7;Andalucía;No aplica;0;0;;;0,0;
2024;7;Andalucía;Otros;12;10;4,64;0,83;0,0;191,33
2024;7;Aragón;Alternativo;63;242;4,74;3,84;0,01;173,9
2024;7;Aragón;Apartamento;154;625;4,7;4,06;0,02;145,17
2024;7;Aragón;Casa entera;4596;25618;4,58;5,57;0,56;214,91
2024;7;Aragón;Habitación compartida;2;2;4,79;1,0;0,0;59,0
2024;7;Aragón;Habitación privada;714;2173;4,47;3,04;0,09;87,19
2024;7;Aragón;No aplica;0;0;;;0,0;
2024;7;Canarias;Alternativo;1240;4251;4,72;3,43;0,11;117,11
2024;7;Canarias;Apartamento;1153;3931;4,72;3,41;0,11;137,11
2024;7;Canarias;Casa entera;49762;223115;4,71;4,48;4,57;242,12
2024;7;Canarias;Habitación compartida;220;626;4,72;2,85;0,02;51,13
2024;7;Canarias;Habitación privada;3678;9290;4,7;2,53;0,34;107,97
2024;7;Canarias;No aplica;0;0;;;0,0;
2024;7;Canarias;Otros;11;21;4,81;1,91;0,0;95,0
2024;7;Cantabria;Alternativo;218;1056;4,76;4,84;0,06;214,74
2024;7;Cantabria;Apartamento;227;831;4,7;3,66;0,06;464,37
2024;7;Cantabria;Casa entera;7407;39812;4,68;5,37;1,93;271,65
2024;7;Cantabria;Habitación compartida;9;57;4,74;6,33;0,0;50,44
2024;7;Cantabria;Habitación privada;1039;2775;4,69;2,67;0,27;123,32
2024;7;Cantabria;No aplica;0;0;;;0,0;
2024;7;Cantabria;Otros;1;16;4,83;16,0;0,0;289,0
2024;7;Castilla - La Mancha;Alternativo;204;961;4,68;4,71;0,02;204,05
2024;7;Castilla - La Mancha;Apartamento;171;628;4,76;3,67;0,01;143,53
2024;7;Castilla - La Mancha;Casa entera;4338;28047;4,42;6,47;0,33;226,65
2024;7;Castilla - La Mancha;Habitación compartida;4;15;4,83;3,75;0,0;94,5
2024;7;Castilla - La Mancha;Habitación privada;932;2948;4,48;3,16;0,07;131,09
2024;7;Castilla - La Mancha;No aplica;0;0;;;0,0;
2024;7;Castilla - La Mancha;Otros;1;4;4,76;4,0;0,0;168,0
2024;7;Castilla y León;Alternativo;129;615;4,74;4,77;0,01;185,59
2024;7;Castilla y León;Apartamento;220;833;4,74;3,79;0,01;112,0
2024;7;Castilla y León;Casa entera;7340;45264;4,51;6,17;0,42;200,71
2024;7;Castilla y León;Habitación compartida;8;17;4,73;2,13;0,0;30,88
2024;7;Castilla y León;Habitación privada;1261;3781;4,63;3,0;0,07;81,4
2024;7;Castilla y León;No aplica;0;0;;;0,0;
2024;7;Castilla y León;Otros;6;17;4,63;2,83;0,0;91,67
2024;7;Cataluña;Alternativo;830;3838;4,67;4,62;0,02;203,69
2024;7;Cataluña;Apartamento;1365;5691;4,64;4,17;0,03;174,6
2024;7;Cataluña;Casa entera;53819;310317;4,59;5,77;1,38;319,41
2024;7;Cataluña;Habitación compartida;50;141;4,44;2,82;0,0;47,34
2024;7;Cataluña;Habitación privada;7627;20504;4,6;2,69;0,19;106,81
2024;7;Cataluña;No aplica;0;0;;;0,0;
2024;7;Cataluña;Otros;6;7;4,62;1,17;0,0;206,5
2024;7;Ceuta;Alternativo;1;5;4,31;5,0;0,0;81,0
2024;7;Ceuta;Casa entera;42;169;3,24;4,02;0,15;696,57
2024;7;Ceuta;Habitación privada;12;38;4,15;3,17;0,04;63,08
2024;7;Ceuta;No aplica;0;0;;;0,0;
2024;7;Comunidad Foral de Navarra;Alternativo;35;172;4,71;4,91;0,01;203,63
2024;7;Comunidad Foral de Navarra;Apartamento;43;182;4,74;4,23;0,01;173,7
2024;7;Comunidad Foral de Navarra;Casa entera;1277;7430;4,49;5,82;0,39;252,99
2024;7;Comunidad Foral de Navarra;Habitación compartida;19;149;4,26;7,84;0,01;177,42
2024;7;Comunidad Foral de Navarra;Habitación privada;564;1557;4,58;2,76;0,17;120,75
2024;7;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2024;7;Comunidad de Madrid;Alternativo;154;595;4,6;3,86;0,01;145,42
2024;7;Comunidad de Madrid;Apartamento;805;3099;4,63;3,85;0,03;278,6
2024;7;Comunidad de Madrid;Casa entera;15743;71330;4,52;4,53;0,53;218,38
2024;7;Comunidad de Madrid;Habitación compartida;108;312;4,63;2,89;0,0;48,87
2024;7;Comunidad de Madrid;Habitación privada;7203;16782;4,6;2,33;0,24;99,34
2024;7;Comunidad de Madrid;No aplica;0;0;;;0,0;
2024;7;Comunidad de Madrid;Otros;11;18;4,71;1,64;0,0;116,45
2024;7;Comunitat Valenciana;Alternativo;644;2726;4,68;4,23;0,02;192,66
2024;7;Comunitat Valenciana;Apartamento;1628;6680;4,66;4,1;0,05;122,86
2024;7;Comunitat Valenciana;Casa entera;65286;348164;4,63;5,33;1,99;242,93
2024;7;Comunitat Valenciana;Habitación compartida;43;195;4,72;4,53;0,0;59,56
2024;7;Comunitat Valenciana;Habitación privada;6795;17280;4,6;2,54;0,21;81,65
2024;7;Comunitat Valenciana;No aplica;0;0;;;0,0;
2024;7;Comunitat Valenciana;Otros;7;6;4,69;0,86;0,0;101,43
2024;7;Extremadura;Alternativo;58;201;4,26;3,47;0,01;119,74
2024;7;Extremadura;Apartamento;161;637;4,74;3,96;0,02;115,43
2024;7;Extremadura;Casa entera;1630;8785;4,44;5,39;0,23;173,46
2024;7;Extremadura;Habitación compartida;4;9;4,81;2,25;0,0;37,5
2024;7;Extremadura;Habitación privada;309;985;4,43;3,19;0,04;137,88
2024;7;Extremadura;No aplica;0;0;;;0,0;
2024;7;Galicia;Alternativo;479;1987;4,72;4,15;0,03;166,71
2024;7;Galicia;Apartamento;430;1595;4,76;3,71;0,02;136,4
2024;7;Galicia;Casa entera;19502;107364;4,7;5,51;1,11;181,48
2024;7;Galicia;Habitación compartida;40;217;4,79;5,43;0,0;38,48
2024;7;Galicia;Habitación privada;2200;6476;4,65;2,94;0,13;109,26
2024;7;Galicia;No aplica;0;0;;;0,0;
2024;7;Galicia;Otros;3;9;4,79;3,0;0,0;54,33
2024;7;Illes Balears;Alternativo;479;1977;4,71;4,13;0,07;392,92
2024;7;Illes Balears;Apartamento;477;1853;4,67;3,88;0,07;335,96
2024;7;Illes Balears;Casa entera;26576;168224;4,69;6,33;4,08;725,1
2024;7;Illes Balears;Habitación compartida;7;19;3,36;2,71;0,0;1520,71
2024;7;Illes Balears;Habitación privada;2307;6268;4,67;2,72;0,35;307,77
2024;7;Illes Balears;No aplica;0;0;;;0,0;
2024;7;La Rioja;Alternativo;17;110;4,53;6,47;0,01;210,29
2024;7;La Rioja;Apartamento;66;282;4,77;4,27;0,03;123,97
2024;7;La Rioja;Casa entera;1312;7687;4,5;5,86;0,64;169,65
2024;7;La Rioja;Habitación privada;130;421;4,74;3,24;0,06;108,22
2024;7;La Rioja;No aplica;0;0;;;0,0;
2024;7;Melilla;Alternativo;1;2;4,9;2,0;0,0;112,0
2024;7;Melilla;Apartamento;7;28;4,9;4,0;0,02;89,71
2024;7;Melilla;Casa entera;40;200;3,81;5,0;0,14;97,15
2024;7;Melilla;Habitación privada;7;14;4,76;2,0;0,02;45,57
2024;7;Melilla;No aplica;0;0;;;0,0;
2024;7;País Vasco;Alternativo;106;486;4,66;4,58;0,01;200,16
2024;7;País Vasco;Apartamento;119;437;4,76;3,67;0,01;130,74
2024;7;País Vasco;Casa entera;4651;22506;4,58;4,84;0,43;226,72
2024;7;País Vasco;Habitación compartida;12;30;4,71;2,5;0,0;43,92
2024;7;País Vasco;Habitación privada;1410;3753;4,67;2,66;0,13;95,53
2024;7;País Vasco;No aplica;0;0;;;0,0;
2024;7;País Vasco;Otros;2;7;4,78;3,5;0,0;175,0
2024;7;Principado de Asturias;Alternativo;126;491;4,75;3,9;0,02;159,45
2024;7;Principado de Asturias;Apartamento;220;816;4,74;3,71;0,03;120,55
2024;7;Principado de Asturias;Casa entera;7960;41372;4,68;5,2;1,18;206,06
2024;7;Principado de Asturias;Habitación compartida;20;46;4,69;2,3;0,0;45,95
2024;7;Principado de Asturias;Habitación privada;772;2213;4,66;2,87;0,11;107,69
2024;7;Principado de Asturias;No aplica;0;0;;;0,0;
2024;7;Principado de Asturias;Otros;7;0;4,73;0,0;0,0;116,57
2024;7;Región de Murcia;Alternativo;104;473;4,63;4,55;0,01;179,6
2024;7;Región de Murcia;Apartamento;96;359;4,67;3,74;0,01;153,7
2024;7;Región de Murcia;Casa entera;8216;43277;4,58;5,27;0,97;255,18
2024;7;Región de Murcia;Habitación compartida;9;68;4,73;7,56;0,0;32,78
2024;7;Región de Murcia;Habitación privada;688;1916;4,57;2,78;0,08;91,56
2024;7;Región de Murcia;No aplica;0;0;;;0,0;
2024;7;Total Nacional;Alternativo;6101;25205;4,69;4,13;0,02;204,47
2024;7;Total Nacional;Apartamento;9788;37817;4,69;3,86;0,04;172,77
2024;7;Total Nacional;Casa entera;366652;1947736;4,64;5,31;1,39;295,9
2024;7;Total Nacional;Habitación compartida;619;2105;4,65;3,4;0,0;69,71
2024;7;Total Nacional;Habitación privada;44696;117762;4,62;2,63;0,17;113,19
2024;7;Total Nacional;No aplica;0;0;;;0,0;
2024;7;Total Nacional;Otros;67;115;4,71;1,72;0,0;132,94
2024;8;Andalucía;Alternativo;1507;6395;4,32;4,24;0,03;206,5
2024;8;Andalucía;Apartamento;2626;9296;4,62;3,54;0,06;165,55
2024;8;Andalucía;Casa entera;86254;439816;4,69;5,1;1,85;208,83
2024;8;Andalucía;Habitación compartida;146;403;3,58;2,76;0,0;175,99
2024;8;Andalucía;Habitación privada;7947;19229;4,46;2,42;0,17;162,37
2024;8;Andalucía;No aplica;0;0;;;0,0;
2024;8;Andalucía;Otros;111;22;0,17;0,2;0,0;164,15
2024;8;Aragón;Alternativo;112;511;4,26;4,56;0,01;164,33
2024;8;Aragón;Apartamento;165;648;4,58;3,93;0,02;147,12
2024;8;Aragón;Casa entera;4381;25052;4,67;5,72;0,54;178,41
2024;8;Aragón;Habitación compartida;15;63;2,81;4,2;0,0;88,4
2024;8;Aragón;Habitación privada;933;2553;4,23;2,74;0,11;123,74
2024;8;Aragón;No aplica;0;0;;;0,0;
2024;8;Aragón;Otros;2;0;;0,0;0,0;80,0
2024;8;Canarias;Alternativo;1101;3507;4,46;3,19;0,1;139,39
2024;8;Canarias;Apartamento;1086;3356;4,65;3,09;0,1;149,57
2024;8;Canarias;Casa entera;42263;176861;4,71;4,18;3,88;158,66
2024;8;Canarias;Habitación compartida;318;735;4,55;2,31;0,03;124,78
2024;8;Canarias;Habitación privada;3520;7616;4,52;2,16;0,32;142,04
2024;8;Canarias;No aplica;0;0;;;0,0;
2024;8;Canarias;Otros;13;18;1,75;1,38;0,0;131,0
2024;8;Cantabria;Alternativo;232;1123;4,53;4,84;0,06;221,93
2024;8;Cantabria;Apartamento;193;691;4,57;3,58;0,05;276,31
2024;8;Cantabria;Casa entera;6913;36956;4,69;5,35;1,8;240,63
2024;8;Cantabria;Habitación compartida;46;207;3,6;4,5;0,01;178,76
2024;8;Cantabria;Habitación privada;1051;2741;4,57;2,61;0,27;207,99
2024;8;Cantabria;No aplica;0;0;;;0,0;
2024;8;Cantabria;Otros;1;14;5,0;14,0;0,0;180,0
2024;8;Castilla - La Mancha;Alternativo;198;1025;4,16;5,18;0,02;222,54
2024;8;Castilla - La Mancha;Apartamento;153;559;4,46;3,65;0,01;158,6
2024;8;Castilla - La Mancha;Casa entera;3579;24425;4,6;6,82;0,27;195,85
2024;8;Castilla - La Mancha;Habitación compartida;24;61;2,17;2,54;0,0;175,96
2024;8;Castilla - La Mancha;Habitación privada;1068;2730;4,03;2,56;0,08;201,72
2024;8;Castilla - La Mancha;No aplica;0;0;;;0,0;
2024;8;Castilla - La Mancha;Otros;3;4;1,67;1,33;0,0;203,0
2024;8;Castilla y León;Alternativo;194;883;4,12;4,55;0,01;178,7
2024;8;Castilla y León;Apartamento;232;859;4,52;3,7;0,01;135,78
2024;8;Castilla y León;Casa entera;7217;45038;4,68;6,24;0,41;176,44
2024;8;Castilla y León;Habitación compartida;50;244;3,15;4,88;0,0;93,5
2024;8;Castilla y León;Habitación privada;1621;4330;4,19;2,67;0,09;121,94
2024;8;Castilla y León;No aplica;0;0;;;0,0;
2024;8;Castilla y León;Otros;3;4;;1,33;0,0;133,33
2024;8;Cataluña;Alternativo;932;4241;4,27;4,55;0,02;238,37
2024;8;Cataluña;Apartamento;1498;5740;4,63;3,83;0,04;183,85
2024;8;Cataluña;Casa entera;48187;269454;4,6;5,59;1,23;221,76
2024;8;Cataluña;Habitación compartida;173;403;3,72;2,33;0,0;144,47
2024;8;Cataluña;Habitación privada;9446;20334;4,47;2,15;0,24;163,24
2024;8;Cataluña;No aplica;0;0;;;0,0;
2024;8;Cataluña;Otros;20;0;;0,0;0,0;153,55
2024;8;Ceuta;Alternativo;3;26;4,06;8,67;0,01;50,33
2024;8;Ceuta;Casa entera;26;107;4,07;4,12;0,09;368,92
2024;8;Ceuta;Habitación compartida;2;2;4,88;1,0;0,01;62,0
2024;8;Ceuta;Habitación privada;15;40;4,24;2,67;0,05;60,47
2024;8;Ceuta;No aplica;0;0;;;0,0;
2024;8;Comunidad Foral de Navarra;Alternativo;52;247;4,54;4,75;0,02;169,56
2024;8;Comunidad Foral de Navarra;Apartamento;60;253;4,44;4,22;0,02;193,08
2024;8;Comunidad Foral de Navarra;Casa entera;1380;8860;4,66;6,42;0,42;218,8
2024;8;Comunidad Foral de Navarra;Habitación compartida;38;192;4,17;5,05;0,01;189,79
2024;8;Comunidad Foral de Navarra;Habitación privada;684;1634;4,35;2,39;0,21;201,8
2024;8;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2024;8;Comunidad de Madrid;Alternativo;174;661;3,52;3,8;0,01;175,05
2024;8;Comunidad de Madrid;Apartamento;835;2962;4,55;3,55;0,03;193,33
2024;8;Comunidad de Madrid;Casa entera;15693;65717;4,59;4,19;0,53;166,04
2024;8;Comunidad de Madrid;Habitación compartida;330;679;3,31;2,06;0,01;145,34
2024;8;Comunidad de Madrid;Habitación privada;8249;14893;4,42;1,81;0,28;139,55
2024;8;Comunidad de Madrid;No aplica;0;0;;;0,0;
2024;8;Comunidad de Madrid;Otros;8;9;1,87;1,13;0,0;136,75
2024;8;Comunitat Valenciana;Alternativo;666;2799;3,96;4,2;0,02;189,63
2024;8;Comunitat Valenciana;Apartamento;1492;5605;4,61;3,76;0,05;133,1
2024;8;Comunitat Valenciana;Casa entera;56684;296197;4,63;5,23;1,73;175,16
2024;8;Comunitat Valenciana;Habitación compartida;138;477;3,05;3,46;0,0;109,88
2024;8;Comunitat Valenciana;Habitación privada;7172;15125;4,45;2,11;0,22;125,14
2024;8;Comunitat Valenciana;No aplica;0;0;;;0,0;
2024;8;Comunitat Valenciana;Otros;26;24;0,89;0,92;0,0;183,73
2024;8;Extremadura;Alternativo;57;230;3,8;4,04;0,01;208,26
2024;8;Extremadura;Apartamento;129;472;4,49;3,66;0,02;125,33
2024;8;Extremadura;Casa entera;1468;8229;4,59;5,61;0,21;185,78
2024;8;Extremadura;Habitación compartida;8;59;2,49;7,38;0,0;139,75
2024;8;Extremadura;Habitación privada;417;1231;3,78;2,95;0,06;172,93
2024;8;Extremadura;No aplica;0;0;;;0,0;
2024;8;Extremadura;Otros;2;0;;0,0;0,0;158,0
2024;8;Galicia;Alternativo;466;1808;4,34;3,88;0,03;163,98
2024;8;Galicia;Apartamento;435;1547;4,57;3,56;0,02;150,32
2024;8;Galicia;Casa entera;16987;91184;4,75;5,37;0,97;156,98
2024;8;Galicia;Habitación compartida;103;489;3,97;4,75;0,01;117,71
2024;8;Galicia;Habitación privada;2220;5526;4,13;2,49;0,13;154,12
2024;8;Galicia;No aplica;0;0;;;0,0;
2024;8;Galicia;Otros;6;2;0,81;0,33;0,0;131,0
2024;8;Illes Balears;Alternativo;775;3145;4,5;4,06;0,12;628,94
2024;8;Illes Balears;Apartamento;403;1366;4,61;3,39;0,06;545,56
2024;8;Illes Balears;Casa entera;22148;135670;4,68;6,13;3,4;434,44
2024;8;Illes Balears;Habitación compartida;28;217;2,9;7,75;0,0;595,57
2024;8;Illes Balears;Habitación privada;2462;5695;4,63;2,31;0,38;442,73
2024;8;Illes Balears;No aplica;0;0;;;0,0;
2024;8;Illes Balears;Otros;5;7;2,72;1,4;0,0;809,4
2024;8;La Rioja;Alternativo;18;122;4,66;6,78;0,01;159,5
2024;8;La Rioja;Apartamento;64;263;4,72;4,11;0,03;122,27
2024;8;La Rioja;Casa entera;1094;6439;4,75;5,89;0,53;152,45
2024;8;La Rioja;Habitación compartida;1;4;5,0;4,0;0,0;105,0
2024;8;La Rioja;Habitación privada;176;472;4,16;2,68;0,09;132,41
2024;8;La Rioja;No aplica;0;0;;;0,0;
2024;8;Melilla;Alternativo;1;4;5,0;4,0;0,0;93,0
2024;8;Melilla;Apartamento;4;21;4,92;5,25;0,01;77,75
2024;8;Melilla;Casa entera;36;172;4,42;4,78;0,12;84,47
2024;8;Melilla;Habitación privada;6;12;3,27;2,0;0,02;73,67
2024;8;Melilla;No aplica;0;0;;;0,0;
2024;8;País Vasco;Alternativo;132;586;4,17;4,44;0,01;185,64
2024;8;País Vasco;Apartamento;144;502;4,62;3,49;0,01;148,1
2024;8;País Vasco;Casa entera;4701;22195;4,72;4,72;0,44;176,26
2024;8;País Vasco;Habitación compartida;53;124;3,18;2,34;0,0;128,7
2024;8;País Vasco;Habitación privada;1822;4102;4,56;2,25;0,17;151,11
2024;8;País Vasco;No aplica;0;0;;;0,0;
2024;8;País Vasco;Otros;2;4;2,45;2,0;0,0;145,0
2024;8;Principado de Asturias;Alternativo;130;497;4,35;3,82;0,02;166,87
2024;8;Principado de Asturias;Apartamento;238;798;4,58;3,35;0,04;145,83
2024;8;Principado de Asturias;Casa entera;7987;40585;4,72;5,08;1,18;155,22
2024;8;Principado de Asturias;Habitación compartida;47;263;4,38;5,6;0,01;136,43
2024;8;Principado de Asturias;Habitación privada;920;2308;4,43;2,51;0,14;140,1
2024;8;Principado de Asturias;No aplica;0;0;;;0,0;
2024;8;Principado de Asturias;Otros;3;0;;0,0;0,0;143,33
2024;8;Región de Murcia;Alternativo;108;488;3,9;4,52;0,01;151,97
2024;8;Región de Murcia;Apartamento;90;338;4,57;3,76;0,01;199,28
2024;8;Región de Murcia;Casa entera;7024;37081;4,66;5,28;0,83;204,28
2024;8;Región de Murcia;Habitación compartida;27;128;3,16;4,74;0,0;105,59
2024;8;Región de Murcia;Habitación privada;737;1683;4,1;2,28;0,09;122,72
2024;8;Región de Murcia;No aplica;0;0;;;0,0;
2024;8;Región de Murcia;Otros;1;0;;0,0;0,0;311,0
2024;8;Total Nacional;Alternativo;6858;28298;4,29;4,13;0,03;239,49
2024;8;Total Nacional;Apartamento;9847;35276;4,6;3,58;0,04;178,84
2024;8;Total Nacional;Casa entera;334022;1730038;4,67;5,18;1,26;206,29
2024;8;Total Nacional;Habitación compartida;1547;4750;3,68;3,07;0,01;145,69
2024;8;Total Nacional;Habitación privada;50466;112254;4,42;2,22;0,19;164,26
2024;8;Total Nacional;No aplica;0;0;;;0,0;
2024;8;Total Nacional;Otros;206;108;0,55;0,52;0,0;176,67
2024;9;Andalucía;Alternativo;1455;6209;4,33;4,27;0,03;207,71
2024;9;Andalucía;Apartamento;2661;9413;4,62;3,54;0,06;166,15
2024;9;Andalucía;Casa entera;85348;433996;4,68;5,09;1,83;211,33
2024;9;Andalucía;Habitación compartida;135;389;3,51;2,88;0,0;166,3
2024;9;Andalucía;Habitación privada;7938;19096;4,47;2,41;0,17;161,05
2024;9;Andalucía;No aplica;0;0;;;0,0;
2024;9;Andalucía;Otros;56;23;0,52;0,41;0,0;196,91
2024;9;Aragón;Alternativo;108;483;4,21;4,47;0,01;161,94
2024;9;Aragón;Apartamento;161;633;4,61;3,93;0,02;149,76
2024;9;Aragón;Casa entera;4297;24563;4,68;5,72;0,53;174,79
2024;9;Aragón;Habitación compartida;15;61;2,52;4,07;0,0;95,33
2024;9;Aragón;Habitación privada;918;2497;4,23;2,72;0,11;124,26
2024;9;Aragón;No aplica;0;0;;;0,0;
2024;9;Aragón;Otros;3;0;;0,0;0,0;157,0
2024;9;Canarias;Alternativo;1119;3527;4,49;3,15;0,1;143,02
2024;9;Canarias;Apartamento;1113;3457;4,66;3,11;0,1;150,37
2024;9;Canarias;Casa entera;43048;180047;4,71;4,18;3,95;159,23
2024;9;Canarias;Habitación compartida;304;678;4,54;2,23;0,03;125,99
2024;9;Canarias;Habitación privada;3543;7650;4,54;2,16;0,33;142,98
2024;9;Canarias;No aplica;0;0;;;0,0;
2024;9;Canarias;Otros;26;19;0,89;0,73;0,0;153,58
2024;9;Cantabria;Alternativo;222;1078;4,47;4,86;0,06;216,98
2024;9;Cantabria;Apartamento;184;662;4,65;3,6;0,05;261,67
2024;9;Cantabria;Casa entera;6517;35122;4,69;5,39;1,7;226,48
2024;9;Cantabria;Habitación compartida;37;159;3,12;4,3;0,01;153,81
2024;9;Cantabria;Habitación privada;1013;2583;4,54;2,55;0,26;212,54
2024;9;Cantabria;No aplica;0;0;;;0,0;
2024;9;Cantabria;Otros;13;19;0,74;1,46;0,0;229,15
2024;9;Castilla - La Mancha;Alternativo;197;1025;4,17;5,2;0,02;232,37
2024;9;Castilla - La Mancha;Apartamento;155;573;4,53;3,7;0,01;152,5
2024;9;Castilla - La Mancha;Casa entera;3613;24614;4,62;6,81;0,28;195,46
2024;9;Castilla - La Mancha;Habitación compartida;17;54;1,92;3,18;0,0;220,94
2024;9;Castilla - La Mancha;Habitación privada;1101;2800;4,0;2,54;0,08;198,69
2024;9;Castilla - La Mancha;No aplica;0;0;;;0,0;
2024;9;Castilla - La Mancha;Otros;5;4;1,0;0,8;0,0;143,6
2024;9;Castilla y León;Alternativo;184;863;3,93;4,69;0,01;177,23
2024;9;Castilla y León;Apartamento;229;848;4,55;3,7;0,01;133,65
2024;9;Castilla y León;Casa entera;7127;44616;4,67;6,26;0,41;178,17
2024;9;Castilla y León;Habitación compartida;49;243;3,31;4,96;0,0;116,43
2024;9;Castilla y León;Habitación privada;1654;4402;4,16;2,66;0,09;124,47
2024;9;Castilla y León;No aplica;0;0;;;0,0;
2024;9;Castilla y León;Otros;13;4;;0,31;0,0;160,08
2024;9;Cataluña;Alternativo;923;4210;4,25;4,56;0,02;237,31
2024;9;Cataluña;Apartamento;1524;5823;4,63;3,82;0,04;177,59
2024;9;Cataluña;Casa entera;47381;263679;4,6;5,57;1,21;216,68
2024;9;Cataluña;Habitación compartida;185;392;3,39;2,12;0,0;145,57
2024;9;Cataluña;Habitación privada;9821;20840;4,47;2,12;0,25;166,56
2024;9;Cataluña;No aplica;0;0;;;0,0;
2024;9;Cataluña;Otros;33;1;0,14;0,03;0,0;215,61
2024;9;Ceuta;Alternativo;3;26;4,06;8,67;0,01;50,33
2024;9;Ceuta;Casa entera;25;98;3,99;3,92;0,09;750,88
2024;9;Ceuta;Habitación privada;16;40;4,25;2,5;0,06;58,5
2024;9;Ceuta;No aplica;0;0;;;0,0;
2024;9;Comunidad Foral de Navarra;Alternativo;52;246;4,51;4,73;0,02;174,1
2024;9;Comunidad Foral de Navarra;Apartamento;58;242;4,59;4,17;0,02;193,6
2024;9;Comunidad Foral de Navarra;Casa entera;1329;8598;4,65;6,47;0,41;210,69
2024;9;Comunidad Foral de Navarra;Habitación compartida;34;187;3,8;5,5;0,01;196,68
2024;9;Comunidad Foral de Navarra;Habitación privada;673;1597;4,33;2,37;0,21;183,09
2024;9;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2024;9;Comunidad Foral de Navarra;Otros;1;0;;0,0;0,0;222,0
2024;9;Comunidad de Madrid;Alternativo;165;629;3,54;3,81;0,01;176,84
2024;9;Comunidad de Madrid;Apartamento;847;2997;4,56;3,54;0,03;194,35
2024;9;Comunidad de Madrid;Casa entera;15875;66399;4,59;4,18;0,54;167,32
2024;9;Comunidad de Madrid;Habitación compartida;308;644;3,24;2,09;0,01;146,68
2024;9;Comunidad de Madrid;Habitación privada;8095;14696;4,44;1,82;0,27;136,52
