_id,mes,empresa,tipo_de_servicio,tipo_de_producto,trayecto,precio
712,2025-07,Iryo,Comercial,LD AV,Madrid-Málaga,36.51000
713,2025-07,Iryo,Comercial,LD AV,Madrid-Sevilla,35.19000
714,2025-07,Iryo,Comercial,LD AV,Madrid-Valencia,29.16000
715,2025-07,OUIGO,Comercial,LD AV,Madrid-Alicante,31.60000
716,2025-07,OUIGO,Comercial,LD AV,Madrid-Barcelona,49.63000
717,2025-07,OUIGO,Comercial,LD AV,Madrid-Málaga,30.69000
718,2025-07,OUIGO,Comercial,LD AV,Madrid-Sevilla,27.44000
719,2025-07,OUIGO,Comercial,LD AV,Madrid-Valencia,24.72000
720,2025-07,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,41.45000
721,2025-07,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,69.36000
722,2025-07,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,44.33000
723,2025-07,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,41.81000
724,2025-07,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,36.59000
725,2025-07,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,32.93000
726,2025-07,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,49.63000
727,2025-07,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,35.40000
728,2025-07,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,32.00000
729,2025-07,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,24.33000
730,2025-07,Total,Comercial,LD AV,Madrid-Alicante,37.49000
731,2025-07,Total,Comercial,LD AV,Madrid-Barcelona,60.87000
732,2025-07,Total,Comercial,LD AV,Madrid-Málaga,39.06000
733,2025-07,Total,Comercial,LD AV,Madrid-Sevilla,36.97000
734,2025-07,Total,Comercial,LD AV,Madrid-Valencia,30.44000
735,2025-08,Iryo,Comercial,LD AV,Madrid-Alicante,37.30000
736,2025-08,Iryo,Comercial,LD AV,Madrid-Barcelona,61.19000
737,2025-08,Iryo,Comercial,LD AV,Madrid-Málaga,45.22000
738,2025-08,Iryo,Comercial,LD AV,Madrid-Sevilla,39.92000
739,2025-08,Iryo,Comercial,LD AV,Madrid-Valencia,33.72000
740,2025-08,OUIGO,Comercial,LD AV,Madrid-Alicante,35.36000
741,2025-08,OUIGO,Comercial,LD AV,Madrid-Barcelona,53.77000
742,2025-08,OUIGO,Comercial,LD AV,Madrid-Málaga,34.70000
743,2025-08,OUIGO,Comercial,LD AV,Madrid-Sevilla,27.13000
744,2025-08,OUIGO,Comercial,LD AV,Madrid-Valencia,24.39000
745,2025-08,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,44.85000
746,2025-08,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,67.42000
747,2025-08,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,47.54000
748,2025-08,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,42.71000
749,2025-08,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,37.17000
750,2025-08,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,38.05000
751,2025-08,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,56.43000
752,2025-08,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,36.15000
753,2025-08,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,33.30000
754,2025-08,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,25.51000
755,2025-08,Total,Comercial,LD AV,Madrid-Alicante,41.42000
756,2025-08,Total,Comercial,LD AV,Madrid-Barcelona,61.94000
757,2025-08,Total,Comercial,LD AV,Madrid-Málaga,43.72000
758,2025-08,Total,Comercial,LD AV,Madrid-Sevilla,38.47000
759,2025-08,Total,Comercial,LD AV,Madrid-Valencia,32.08000
760,2025-09,Iryo,Comercial,LD AV,Madrid-Alicante,34.71000
761,2025-09,Iryo,Comercial,LD AV,Madrid-Barcelona,74.13000
762,2025-09,Iryo,Comercial,LD AV,Madrid-Málaga,46.03000
763,2025-09,Iryo,Comercial,LD AV,Madrid-Sevilla,45.26000
764,2025-09,Iryo,Comercial,LD AV,Madrid-Valencia,30.36000
765,2025-09,OUIGO,Comercial,LD AV,Madrid-Alicante,25.01000
766,2025-09,OUIGO,Comercial,LD AV,Madrid-Barcelona,52.20000
767,2025-09,OUIGO,Comercial,LD AV,Madrid-Málaga,32.22000
768,2025-09,OUIGO,Comercial,LD AV,Madrid-Sevilla,32.44000
769,2025-09,OUIGO,Comercial,LD AV,Madrid-Valencia,21.47000
770,2025-09,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,39.31000
771,2025-09,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,75.11000
772,2025-09,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,46.57000
773,2025-09,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,50.42000
774,2025-09,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,34.62000
775,2025-09,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,29.50000
776,2025-09,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,47.88000
777,2025-09,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,38.30000
778,2025-09,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,36.71000
779,2025-09,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,22.37000
780,2025-09,Total,Comercial,LD AV,Madrid-Alicante,34.87000
781,2025-09,Total,Comercial,LD AV,Madrid-Barcelona,70.49000
782,2025-09,Total,Comercial,LD AV,Madrid-Málaga,43.30000
783,2025-09,Total,Comercial,LD AV,Madrid-Sevilla,44.82000
784,2025-09,Total,Comercial,LD AV,Madrid-Valencia,29.12000
