mes,categoria_alojamiento,periodo_antelacion,valoraciones_norm,tiene_valoraciones,tipo_dia,precio
8,hotel 5 estrellas,1 semana,4.213,True,semana,260.0
8,hotel 5 estrellas,2 semanas,4.213,True,semana,243.0
8,hotel 5 estrellas,3 meses,4.213,True,semana,240.0
9,hotel 3 estrellas,1 mes,3.34,True,semana,100.0
9,hotel 3 estrellas,1 semana,3.34,True,semana,101.0
9,hotel 3 estrellas,2 semanas,3.34,True,semana,103.0
9,hotel 3 estrellas,3 meses,3.34,True,semana,99.0
9,hotel 4 estrellas,1 mes,2.3885,True,semana,112.0
9,hotel 4 estrellas,1 semana,2.3885,True,semana,110.0
9,hotel 4 estrellas,2 semanas,2.3885,True,semana,110.0
9,hotel 4 estrellas,3 meses,2.3885,True,semana,113.0
9,hotel 5 estrellas,1 mes,2.011,True,semana,151.0
9,hotel 5 estrellas,1 semana,2.011,True,semana,158.0
9,hotel 5 estrellas,2 semanas,2.011,True,semana,156.0
9,hotel 5 estrellas,3 meses,2.011,True,semana,170.0
10,hotel 3 estrellas,1 mes,3.358,True,semana,82.0
10,hotel 3 estrellas,1 semana,3.358,True,semana,82.0
10,hotel 3 estrellas,2 semanas,3.358,True,semana,83.0
10,hotel 3 estrellas,3 meses,3.358,True,semana,84.0
10,hotel 4 estrellas,1 mes,3.1035,True,semana,80.0
10,hotel 4 estrellas,1 semana,3.1035,True,semana,81.0
10,hotel 4 estrellas,2 semanas,3.1035,True,semana,80.0
10,hotel 4 estrellas,3 meses,3.1035,True,semana,85.0
10,hotel 5 estrellas,1 mes,2.7945,True,semana,129.0
10,hotel 5 estrellas,1 semana,2.7945,True,semana,146.0
10,hotel 5 estrellas,2 semanas,2.7945,True,semana,138.0
10,hotel 5 estrellas,3 meses,2.7945,True,semana,138.0
11,hotel 3 estrellas,1 mes,3.198,True,semana,74.0
11,hotel 3 estrellas,1 semana,3.198,True,semana,74.0
11,hotel 3 estrellas,2 semanas,3.198,True,semana,74.0
11,hotel 3 estrellas,3 meses,3.198,True,semana,74.0
11,hotel 4 estrellas,1 mes,3.2299999999999995,True,semana,89.0
11,hotel 4 estrellas,1 semana,3.2299999999999995,True,semana,87.0
11,hotel 4 estrellas,2 semanas,3.2299999999999995,True,semana,86.0
11,hotel 4 estrellas,3 meses,3.2299999999999995,True,semana,82.0
11,hotel 5 estrellas,1 mes,4.0595,True,semana,75.0
11,hotel 5 estrellas,1 semana,4.0595,True,semana,77.0
11,hotel 5 estrellas,2 semanas,4.0595,True,semana,77.0
11,hotel 5 estrellas,3 meses,4.0595,True,semana,72.0
12,hotel 3 estrellas,1 mes,4.221,True,semana,77.0
12,hotel 3 estrellas,1 semana,4.221,True,semana,80.0
12,hotel 3 estrellas,2 semanas,4.221,True,semana,80.0
12,hotel 3 estrellas,3 meses,4.221,True,semana,81.0
12,hotel 4 estrellas,1 mes,3.5645,True,semana,82.0
12,hotel 4 estrellas,1 semana,3.5645,True,semana,85.0
12,hotel 4 estrellas,2 semanas,3.5645,True,semana,84.0
12,hotel 4 estrellas,3 meses,3.5645,True,semana,84.0
12,hotel 5 estrellas,1 mes,3.2950000000000004,True,semana,91.0
12,hotel 5 estrellas,1 semana,3.2950000000000004,True,semana,75.0
12,hotel 5 estrellas,2 semanas,3.2950000000000004,True,semana,81.0
12,hotel 5 estrellas,3 meses,3.2950000000000004,True,semana,74.0
1,hotel 3 estrellas,1 mes,4.065,True,semana,68.0
1,hotel 3 estrellas,1 semana,4.065,True,semana,70.0
1,hotel 3 estrellas,2 semanas,4.065,True,semana,70.0
1,hotel 3 estrellas,3 meses,4.065,True,semana,63.0
1,hotel 4 estrellas,1 mes,2.6045000000000003,True,semana,78.0
1,hotel 4 estrellas,1 semana,2.6045000000000003,True,semana,82.0
1,hotel 4 estrellas,2 semanas,2.6045000000000003,True,semana,78.0
1,hotel 4 estrellas,3 meses,2.6045000000000003,True,semana,77.0
1,hotel 5 estrellas,1 mes,3.5520000000000005,True,semana,80.0
1,hotel 5 estrellas,1 semana,3.5520000000000005,True,semana,78.0
1,hotel 5 estrellas,2 semanas,3.5520000000000005,True,semana,79.0
1,hotel 5 estrellas,3 meses,3.5520000000000005,True,semana,72.0
2,hotel 3 estrellas,1 mes,3.979,True,semana,66.0
2,hotel 3 estrellas,1 semana,3.979,True,semana,69.0
2,hotel 3 estrellas,2 semanas,3.979,True,semana,66.0
