id_provincia,mes,categoria,precio_mediano_n1
43,4,otros,266.67
43,4,paisaje naturaleza,1995.81
43,4,paisaje urbano,2659.09
43,4,servicios,2454.0
43,4,vida nocturna,762.5
43,5,comida y bebida,260.0
43,5,compras,8333.0
43,5,otros,4366.5
43,5,paisaje naturaleza,722.4
43,5,paisaje urbano,1679.115
43,5,servicios,3437.0
43,5,vida nocturna,1084.7
43,6,comida y bebida,1553.0
43,6,compras,452.0
43,6,paisaje naturaleza,610.5
43,6,paisaje urbano,347.0
43,6,servicios,5446.25
43,6,vida nocturna,1775.0549999999998
43,7,comida y bebida,1222.0
43,7,compras,3431.0
43,7,otros,1953.0
43,7,paisaje naturaleza,835.915
43,7,paisaje urbano,1140.77
43,7,servicios,3159.0
43,7,vida nocturna,1814.2849999999999
43,8,comida y bebida,2006.0
43,8,otros,7667.0
43,8,paisaje naturaleza,610.355
43,8,paisaje urbano,747.66
43,8,servicios,1188.5
43,8,vida nocturna,701.0
43,9,comida y bebida,5503.0
43,9,paisaje naturaleza,363.0
43,9,paisaje urbano,1370.835
43,9,servicios,3794.0
43,9,vida nocturna,511.935
43,10,otros,449.0
43,10,paisaje naturaleza,873.0899999999999
43,10,paisaje urbano,1612.585
43,10,servicios,737.5
43,10,vida nocturna,765.73
43,11,otros,524.5
43,11,paisaje naturaleza,1395.225
43,11,paisaje urbano,1309.085
43,11,servicios,784.33
43,11,vida nocturna,797.62
43,12,paisaje naturaleza,969.1949999999999
43,12,paisaje urbano,977.415
43,12,vida nocturna,1187.97
44,1,vida nocturna,861.0
44,2,vida nocturna,1578.4
44,3,paisaje naturaleza,40.0
44,3,paisaje urbano,40.0
44,3,vida nocturna,1693.8
44,4,paisaje urbano,1367.0
44,4,vida nocturna,1026.67
44,5,vida nocturna,1772.43
44,6,paisaje naturaleza,2547.0
44,6,vida nocturna,2213.6
44,7,paisaje urbano,1268.33
44,7,vida nocturna,1296.2150000000001
44,8,paisaje urbano,1262.5
44,8,vida nocturna,733.0
44,9,vida nocturna,1485.75
44,10,otros,2518.0
44,10,paisaje urbano,1553.0
44,10,vida nocturna,705.19
44,11,vida nocturna,45.0
44,12,otros,230.0
44,12,vida nocturna,45.0
45,1,paisaje naturaleza,830.2
45,1,paisaje urbano,546.6
45,1,servicios,310.0
45,1,vida nocturna,1622.94
45,2,paisaje naturaleza,1674.75
45,2,paisaje urbano,589.1800000000001
45,3,paisaje naturaleza,1182.5
45,3,paisaje urbano,453.43
45,3,vida nocturna,1262.88
45,4,paisaje naturaleza,1663.5
45,4,paisaje urbano,443.75
45,4,vida nocturna,1545.88
45,5,paisaje naturaleza,2005.5
45,5,paisaje urbano,1228.415
45,6,paisaje urbano,1418.625
45,6,vida nocturna,1263.5
45,7,paisaje naturaleza,1042.0
45,7,paisaje urbano,739.915
45,7,vida nocturna,3449.8
45,8,paisaje naturaleza,944.0
45,8,paisaje urbano,824.2650000000001
45,8,servicios,220.0
45,8,vida nocturna,1733.1
45,9,paisaje naturaleza,1143.5
45,9,paisaje urbano,610.38
45,9,servicios,2826.0
45,9,vida nocturna,2508.75
45,10,paisaje urbano,480.985
45,11,paisaje naturaleza,1886.0
45,11,paisaje urbano,768.0550000000001
45,11,servicios,130.0
45,11,vida nocturna,578.0
45,12,paisaje naturaleza,2223.6
45,12,paisaje urbano,1157.835
45,12,servicios,255.0
45,12,vida nocturna,2361.67
46,1,comida y bebida,247.5
46,1,paisaje urbano,923.8800000000001
46,1,servicios,3675.0
46,1,vida nocturna,1021.67
46,2,comida y bebida,576.0
46,2,paisaje naturaleza,381.585
46,2,paisaje urbano,829.775
46,2,servicios,210.0
46,2,vida nocturna,1127.2649999999999
46,3,comida y bebida,582.5
46,3,otros,600.33
46,3,paisaje naturaleza,767.415
46,3,paisaje urbano,663.7
46,3,servicios,3600.0
46,3,vida nocturna,1133.24
46,4,comida y bebida,2115.0
46,4,otros,2628.0
46,4,paisaje naturaleza,374.975
46,4,servicios,10954.0
46,5,comida y bebida,839.2
46,5,compras,4120.0
46,5,otros,2336.67
46,5,paisaje naturaleza,502.3
46,5,paisaje urbano,976.11
46,5,servicios,9128.5
46,5,vida nocturna,985.785
46,6,comida y bebida,390.5
46,6,compras,11620.0
46,6,paisaje naturaleza,4374.0
46,6,paisaje urbano,1325.5
46,6,servicios,1177.5
46,6,vida nocturna,1030.28
46,7,compras,20559.0
46,7,paisaje naturaleza,2517.5
46,7,paisaje urbano,1532.19
46,7,servicios,3640.0
46,7,vida nocturna,872.26
46,8,compras,2200.0
46,8,otros,14188.0
46,8,paisaje naturaleza,419.5
46,8,paisaje urbano,1447.17
46,8,servicios,5447.0
46,8,vida nocturna,745.0
46,9,comida y bebida,626.0
46,9,compras,10889.0
46,9,paisaje naturaleza,1224.8
46,9,paisaje urbano,1083.96
46,9,servicios,5207.25
46,9,vida nocturna,602.27
46,10,compras,1625.0
46,10,otros,1625.0
46,10,paisaje naturaleza,1928.2649999999999
46,10,paisaje urbano,1137.4650000000001
46,10,vida nocturna,865.05
46,11,otros,5593.0
46,11,paisaje naturaleza,1964.775
46,11,paisaje urbano,857.28
46,11,servicios,731.67
46,11,vida nocturna,842.0
46,12,comida y bebida,781.0
46,12,paisaje naturaleza,1662.01
46,12,paisaje urbano,856.62
46,12,vida nocturna,584.83
47,1,comida y bebida,2473.0
47,1,paisaje naturaleza,608.83
47,1,paisaje urbano,904.7
47,1,servicios,1836.5
47,1,vida nocturna,950.3
47,2,compras,525.0
47,2,otros,1488.0
47,2,paisaje urbano,150.0
47,2,vida nocturna,696.33
47,3,compras,525.0
47,3,otros,525.0
47,3,paisaje naturaleza,794.0
47,3,paisaje urbano,1513.91
47,3,servicios,81.0
47,3,vida nocturna,731.33
47,4,paisaje naturaleza,502.3
47,4,paisaje urbano,468.79
47,4,vida nocturna,899.085
47,5,paisaje naturaleza,840.415
47,5,paisaje urbano,1357.46
47,5,vida nocturna,770.33
47,6,paisaje naturaleza,1701.57
47,6,paisaje urbano,304.0
47,6,vida nocturna,1077.0
47,7,paisaje naturaleza,821.75
47,7,paisaje urbano,464.0
47,7,servicios,13072.0
47,7,vida nocturna,958.0
47,8,paisaje naturaleza,1436.625
47,8,paisaje urbano,458.0
47,8,vida nocturna,994.415
47,9,otros,120.0
47,9,paisaje naturaleza,1896.0
47,9,vida nocturna,1161.2
47,10,otros,120.0
47,10,paisaje naturaleza,698.83
47,10,paisaje urbano,626.4549999999999
47,10,vida nocturna,717.67
47,11,paisaje naturaleza,623.275
47,11,paisaje urbano,411.325
47,11,servicios,4773.6
47,11,vida nocturna,797.825
47,12,paisaje naturaleza,1366.665
47,12,paisaje urbano,45.0
47,12,servicios,450.0
47,12,vida nocturna,895.67
48,1,otros,50.0
48,1,paisaje naturaleza,1710.0
48,1,paisaje urbano,1107.0700000000002
48,1,servicios,6745.0
48,1,vida nocturna,962.64
48,2,compras,50.0
48,2,paisaje naturaleza,2899.915
48,2,paisaje urbano,970.0
48,2,vida nocturna,369.565
48,3,otros,2238.0
48,3,paisaje naturaleza,2951.72
48,3,paisaje urbano,889.3
48,3,servicios,2955.14
48,3,vida nocturna,854.46
48,4,otros,200.0
48,4,paisaje naturaleza,3420.125
48,4,paisaje urbano,951.75
48,4,servicios,1657.6
48,4,vida nocturna,1024.13
48,5,compras,4489.0
48,5,otros,4489.0
48,5,paisaje naturaleza,5606.57
48,5,paisaje urbano,957.5
48,5,vida nocturna,1102.78
48,6,compras,323.0
48,6,otros,323.0
48,6,paisaje naturaleza,5797.7
48,6,paisaje urbano,606.33
48,6,servicios,987.67
48,6,vida nocturna,589.395
48,7,compras,7745.0
48,7,otros,7745.0
48,7,paisaje naturaleza,10538.25
48,7,servicios,1283.33
48,7,vida nocturna,886.7
48,8,comida y bebida,821.0
48,8,compras,3873.0
48,8,otros,3873.0
48,8,paisaje naturaleza,3989.565
48,8,paisaje urbano,952.39
48,8,servicios,1033.33
48,8,vida nocturna,560.6
48,9,comida y bebida,776.5
48,9,compras,6839.0
48,9,otros,6839.0
48,9,paisaje naturaleza,1114.0
48,9,paisaje urbano,498.0
48,9,servicios,2849.83
48,9,vida nocturna,1259.855
48,10,comida y bebida,745.0
48,10,paisaje naturaleza,1030.335
48,10,paisaje urbano,1012.25
48,10,servicios,2556.75
48,10,vida nocturna,1362.71
48,11,paisaje naturaleza,1050.8
48,11,paisaje urbano,1110.38
48,11,servicios,3061.67
48,11,vida nocturna,1222.63
48,12,paisaje naturaleza,1266.33
48,12,paisaje urbano,872.0899999999999
48,12,servicios,4557.25
48,12,vida nocturna,1412.69
49,1,paisaje naturaleza,209.0
49,2,paisaje naturaleza,247.0
49,2,paisaje urbano,2451.5
49,2,vida nocturna,1236.0
49,3,paisaje naturaleza,1529.0
49,3,paisaje urbano,2377.0
49,3,vida nocturna,1471.33
49,4,paisaje naturaleza,1552.0
49,4,paisaje urbano,260.0
49,4,vida nocturna,1111.0
49,5,comida y bebida,1515.0
49,5,paisaje naturaleza,1597.0
49,5,paisaje urbano,1394.0
49,5,vida nocturna,1470.14
49,6,paisaje naturaleza,2405.0
49,6,vida nocturna,1033.2
49,7,comida y bebida,1514.0
49,7,vida nocturna,933.75
49,8,comida y bebida,1511.0
49,8,vida nocturna,993.75
49,9,paisaje naturaleza,412.0
49,9,paisaje urbano,288.0
49,9,servicios,2388.0
49,9,vida nocturna,1371.86
49,10,paisaje naturaleza,224.0
49,10,paisaje urbano,162.67
49,10,servicios,1871.0
49,11,vida nocturna,1215.4
49,12,paisaje naturaleza,1382.0
49,12,vida nocturna,1361.5
50,1,comida y bebida,1591.0
50,1,otros,400.0
50,1,paisaje naturaleza,875.0
50,1,paisaje urbano,974.14
50,1,servicios,2082.5
50,1,vida nocturna,1179.4
50,2,paisaje urbano,517.81
50,2,servicios,2947.0
50,2,vida nocturna,804.835
50,3,compras,813.0
50,3,otros,455.5
50,3,paisaje naturaleza,414.67
50,3,paisaje urbano,496.165
50,3,vida nocturna,751.165
50,4,comida y bebida,225.0
50,4,otros,457.5
50,4,paisaje naturaleza,782.0
50,4,paisaje urbano,425.8
50,4,servicios,200.0
50,4,vida nocturna,661.0
50,5,comida y bebida,930.0
50,5,otros,1901.5
50,5,paisaje naturaleza,884.5
50,5,paisaje urbano,615.75
50,5,servicios,4172.0
50,5,vida nocturna,859.25
50,6,compras,5468.5
50,6,otros,4333.0
50,6,paisaje naturaleza,1357.415
50,6,paisaje urbano,983.83
50,6,servicios,5459.0
50,6,vida nocturna,788.625
50,7,comida y bebida,1743.33
50,7,paisaje naturaleza,1172.5
50,7,paisaje urbano,718.29
50,7,servicios,8587.0
50,7,vida nocturna,1346.9
50,8,comida y bebida,2026.0
50,8,paisaje naturaleza,922.335
50,8,paisaje urbano,768.33
50,8,servicios,12829.0
50,8,vida nocturna,985.4
50,9,comida y bebida,3630.5
50,9,otros,1215.5
50,9,paisaje naturaleza,851.0
50,9,paisaje urbano,569.65
50,9,servicios,315.0
50,9,vida nocturna,849.67
50,10,comida y bebida,1049.0
50,10,otros,3671.0
50,10,paisaje naturaleza,1596.625
50,10,paisaje urbano,428.855
50,10,servicios,848.0
50,10,vida nocturna,866.67
50,11,comida y bebida,1080.67
50,11,compras,3023.5
50,11,otros,1844.33
50,11,paisaje naturaleza,1486.46
50,11,servicios,2587.5
50,11,vida nocturna,495.27
50,12,otros,477.5
50,12,paisaje naturaleza,805.0
50,12,paisaje urbano,724.67
50,12,servicios,1846.0
50,12,vida nocturna,525.33
51,2,paisaje urbano,2058.0
51,2,vida nocturna,804.0
51,3,paisaje urbano,822.0
51,5,paisaje urbano,852.0
51,5,vida nocturna,1297.0
51,6,paisaje urbano,347.0
51,6,vida nocturna,1143.0
51,7,paisaje urbano,805.0
51,7,vida nocturna,96.0
51,8,vida nocturna,357.0
51,9,paisaje urbano,599.0
51,9,vida nocturna,100.0
51,10,paisaje urbano,80.0
51,10,vida nocturna,1089.33
51,11,vida nocturna,1277.5
51,12,paisaje urbano,81.0
